Date,Open,High,Low,Close,Adj Close,Volume
2018-02-14,9149.900391,9157.500000,8986.000000,9001.599609,8844.139648,357737
2018-02-15,9049.000000,9090.000000,9001.000000,9020.250000,8862.464844,250781
2018-02-16,9039.900391,9070.000000,8806.849609,8836.950195,8682.371094,632659
2018-02-19,8856.000000,8865.849609,8691.650391,8724.849609,8572.230469,436138
2018-02-20,8745.000000,8768.950195,8650.000000,8722.650391,8570.070313,517802
2018-02-21,8771.000000,8795.000000,8708.200195,8782.750000,8629.118164,471756
2018-02-22,8769.000000,8769.000000,8601.500000,8634.049805,8483.019531,638857
2018-02-23,8665.000000,8738.950195,8655.049805,8698.799805,8546.636719,567960
2018-02-26,8758.000000,9055.000000,8750.049805,9005.349609,8847.824219,869374
2018-02-27,9093.000000,9114.950195,8872.599609,8891.200195,8735.671875,684609
2018-02-28,8870.000000,8934.000000,8772.000000,8850.950195,8696.125000,680125
2018-03-01,8874.000000,8936.049805,8811.349609,8873.450195,8718.231445,609369
2018-03-05,8867.000000,8867.000000,8775.000000,8795.099609,8641.251953,388180
2018-03-06,8855.549805,8885.000000,8600.000000,8616.500000,8465.776367,543686
2018-03-07,8621.799805,8713.849609,8552.000000,8679.099609,8527.281250,598715
2018-03-08,8700.200195,8775.000000,8651.000000,8729.349609,8576.652344,533856
2018-03-09,8760.000000,8774.000000,8650.000000,8660.599609,8509.105469,323450
2018-03-12,8719.000000,8826.799805,8681.099609,8810.299805,8656.186523,438339
2018-03-13,8810.000000,8848.000000,8691.000000,8756.049805,8602.884766,521943
2018-03-14,8735.000000,8874.000000,8725.049805,8846.299805,8691.556641,411769
2018-03-15,8839.900391,8875.000000,8800.950195,8837.549805,8682.958984,313431
2018-03-16,8869.000000,8869.000000,8649.400391,8676.549805,8524.776367,622932
2018-03-19,8711.500000,8800.000000,8703.549805,8773.500000,8620.030273,571830
2018-03-20,8764.450195,8845.500000,8735.000000,8802.400391,8648.425781,408924
2018-03-21,8839.900391,8945.000000,8825.049805,8874.650391,8719.411133,516020
2018-03-22,8870.000000,8910.500000,8684.400391,8696.549805,8544.425781,471749
2018-03-23,8612.549805,8640.500000,8542.099609,8607.250000,8456.688477,644482
2018-03-26,8607.000000,8798.000000,8605.000000,8765.299805,8611.972656,447858
2018-03-27,8815.000000,8887.000000,8767.150391,8852.299805,8697.451172,423455
2018-03-28,8812.000000,9084.000000,8801.000000,8861.099609,8706.097656,1194227
2018-04-02,8990.000000,9088.000000,8953.250000,9008.200195,8850.625000,552649
2018-04-03,9008.950195,9060.000000,8955.000000,9026.450195,8868.555664,339709
2018-04-04,9078.000000,9149.400391,8980.599609,9013.500000,8855.832031,488280
2018-04-05,9050.000000,9157.650391,9050.000000,9132.599609,8972.848633,236956
2018-04-06,9165.000000,9230.000000,9042.549805,9206.200195,9045.162109,429514
2018-04-09,9220.000000,9308.150391,9184.700195,9292.650391,9130.099609,426170
2018-04-10,9290.000000,9315.450195,9239.000000,9273.450195,9111.234375,299119
2018-04-11,9290.000000,9350.000000,9208.549805,9302.500000,9139.777344,318010
2018-04-12,9290.000000,9290.000000,9181.099609,9204.450195,9043.441406,300797
2018-04-13,9267.000000,9267.000000,9106.250000,9123.950195,8964.349609,366224
2018-04-16,9100.000000,9245.000000,9065.000000,9232.000000,9070.509766,271057
