Date,Open,High,Low,Close,Adj Close,Volume
2/14/2018,167,172.800003,166.300003,169.800003,168.865753,4457219
2/15/2018,171,171.800003,164.5,166.100006,165.186111,5007231
2/16/2018,167.5,169.350006,159.699997,160.550003,159.666656,4903134
2/19/2018,161.949997,162.199997,157.5,159.149994,158.274338,5437998
2/20/2018,159.5,160.949997,158,158.550003,157.677658,3052139
2/21/2018,159.699997,160.300003,155.149994,158.100006,157.230133,2690900
2/22/2018,156.649994,160.5,156.25,158.699997,157.826828,8390779
2/23/2018,159.449997,163,159.199997,162.199997,161.307571,2591635
2/26/2018,163.899994,168.949997,162.149994,168.149994,167.224823,3246682
2/27/2018,168.800003,168.850006,165,165.600006,164.688873,3133841
2/28/2018,163.75,164.199997,161.100006,162.300003,161.407028,2860386
3/1/2018,161.550003,164.399994,161.550003,162.5,161.605911,1753008
3/5/2018,163,164.399994,159.399994,161.149994,160.263336,4460475
3/6/2018,162.25,163.300003,158.5,159.699997,158.82132,2964624
3/7/2018,159.050003,159.75,154.5,157.800003,156.931778,5915720
3/8/2018,161.199997,162.050003,154.899994,158.600006,157.727386,5300375
3/9/2018,158.850006,163.899994,158.850006,160,159.119675,5830204
3/12/2018,161.949997,163.25,158.5,162.5,161.605911,3518650
3/13/2018,163.100006,165.75,161.600006,164.600006,163.694366,3538125
3/14/2018,164.350006,164.350006,160.550003,162.5,161.605911,3535421
3/15/2018,162.199997,163.899994,161.449997,162.050003,161.158401,3759345
3/16/2018,162.5,163.300003,158.75,160.449997,159.5672,3670100
3/19/2018,160.5,161.149994,156.449997,157.300003,156.434525,3439129
3/20/2018,155.149994,159.25,151.100006,153.600006,152.754898,6232154
3/21/2018,154.399994,157.5,154.050003,156.300003,155.440033,3411303
3/22/2018,156.25,156.600006,153.75,155.25,154.395813,2663234
3/23/2018,151.800003,154.399994,151.350006,153.75,152.904068,3473189
3/26/2018,153,156.899994,151.899994,156.050003,155.191406,2291384
3/27/2018,157.699997,160.399994,157.25,159.25,158.373795,2457672
3/28/2018,158,159,156.100006,157.100006,156.235641,2732268
4/2/2018,158,161.300003,157.050003,160.449997,159.5672,2478507
4/3/2018,161.649994,163.100006,159.649994,162.75,161.854538,1961152
4/4/2018,162.75,165.75,159.600006,161.600006,160.710876,3967066
4/5/2018,162.949997,172.600006,162.699997,171.5,170.556396,6602791
4/6/2018,172.350006,173.399994,169.5,171.550003,170.606125,4362667
4/9/2018,171.899994,173.149994,168.050003,169.75,168.816025,2889580
4/10/2018,170.899994,172.899994,168.949997,171.949997,171.003922,3239882
4/11/2018,172.100006,172.800003,168.199997,168.850006,167.92099,4609657
4/12/2018,168.949997,170.149994,165.899994,167,166.081161,2100622
4/13/2018,167.699997,168.75,164.75,166.149994,165.235825,2194794
4/16/2018,165.050003,170.5,164.75,169.75,168.816025,4134279
4/17/2018,172.699997,174.899994,171.5,174.100006,173.142105,7635553
4/18/2018,175,175.449997,170.850006,171.649994,170.705566,2787553
4/19/2018,171.75,172.600006,169.25,170,169.064651,2779268
4/20/2018,170,170,163,164.550003,163.644638,5293676
4/23/2018,163.899994,166.699997,163.600006,165.75,164.838043,3186938
4/24/2018,165.100006,168.149994,165.100006,166.75,165.832535,3735099
4/25/2018,165.850006,169.300003,164.550003,165.550003,164.639145,3184632
4/26/2018,166.199997,167.449997,163.699997,165.050003,164.141891,3157383
