Date,Open,High,Low,Close,Adj Close,Volume
2018-02-14,27.549999,30.200001,27.500000,29.600000,29.600000,175737302
2018-02-15,29.450001,30.549999,27.549999,27.950001,27.950001,110290749
2018-02-16,28.400000,29.000000,27.600000,28.350000,28.350000,84858890
2018-02-19,28.950001,29.000000,27.750000,28.450001,28.450001,65756683
2018-02-20,28.600000,28.900000,27.549999,27.850000,27.850000,54181125
2018-02-21,28.049999,28.400000,27.549999,28.000000,28.000000,53366023
2018-02-22,27.950001,28.350000,27.150000,27.350000,27.350000,48059301
2018-02-23,27.500000,27.950001,27.400000,27.600000,27.600000,33561141
2018-02-26,27.850000,30.950001,27.600000,29.750000,29.750000,146393665
2018-02-27,29.900000,30.100000,27.799999,28.000000,28.000000,77599689
2018-02-28,27.850000,28.900000,26.500000,28.350000,28.350000,82662554
2018-03-01,28.049999,29.400000,27.700001,27.900000,27.900000,81087484
2018-03-05,28.150000,28.549999,27.100000,27.750000,27.750000,67491872
2018-03-06,27.549999,28.700001,25.000000,26.350000,26.350000,97104804
2018-03-07,26.350000,26.750000,24.400000,25.200001,25.200001,103582731
2018-03-08,26.000000,26.700001,24.350000,25.100000,25.100000,111977377
2018-03-09,25.000000,25.000000,21.650000,22.700001,22.700001,106099484
2018-03-12,23.000000,23.450001,21.799999,23.000000,23.000000,76366808
2018-03-13,22.049999,23.650000,22.049999,23.350000,23.350000,80956215
2018-03-14,23.100000,24.450001,22.650000,23.799999,23.799999,87140379
2018-03-15,23.700001,24.250000,23.400000,23.600000,23.600000,45481906
2018-03-16,23.700001,24.400000,22.799999,23.450001,23.450001,67745076
2018-03-19,23.799999,24.049999,22.700001,23.000000,23.000000,43793755
2018-03-20,22.700001,23.500000,22.500000,23.100000,23.100000,35334974
2018-03-21,23.049999,26.549999,23.049999,25.299999,25.299999,135184902
2018-03-22,25.549999,26.299999,23.500000,23.799999,23.799999,132481098
2018-03-23,22.500000,23.500000,22.000000,22.700001,22.700001,87934691
2018-03-26,23.000000,23.850000,22.600000,23.400000,23.400000,70351988
2018-03-27,23.900000,24.200001,23.250000,23.799999,23.799999,49713895
2018-03-28,23.299999,23.350000,21.450001,21.750000,21.750000,73568656
2018-04-02,22.200001,22.799999,21.900000,22.500000,22.500000,51269162
2018-04-03,22.100000,22.900000,22.100000,22.600000,22.600000,54774982
2018-04-04,22.799999,23.400000,21.650000,22.299999,22.299999,104844949
2018-04-05,22.700001,24.200001,21.700001,23.299999,23.299999,226743188
2018-04-06,23.750000,25.200001,23.500000,24.350000,24.350000,177989437
